,ordernumber,orderdate,channel,order_quantity,unit_price,revenue,total_unit_cost,profit_per_unit,customer_names,product_name,county,state_code,state,region_type,latitude,longitude,population,region,2017_budgets
11588,SO - 0007770,2017-10-05,Wholesale,12,2391.9,28702.800000000003,956.7600000000001,1435.1399999999999,Fred's Company,Product 17,Macomb County,MI,Michigan,Charter Township,42.59034,-82.91695,99889,Midwest,2119616.824
11589,SO - 0007778,2017-10-05,Distributor,12,5266.2,63194.399999999994,2211.8039999999996,3054.396,Pfizer Corp,Product 25,Montgomery County,MD,Maryland,City,39.14344,-77.20137,67456,South,5342315.484
11590,SO - 0010372,2017-10-05,Wholesale,6,1963.1000000000001,11778.6,1472.325,490.7750000000001,Skajo Ltd,Product 23,Lake County,IL,Illinois,Township,42.19779,-87.94553,67935,Midwest,1135815.7580000001
11591,SO - 000587,2017-10-06,Wholesale,10,5956.3,59563.0,4407.662,1548.638,State Ltd,Product 14,DuPage County,IL,Illinois,Township,41.77193,-88.09209,119818,Midwest,4028698.4090000005
11592,SO - 0002436,2017-10-06,Distributor,11,3859.2000000000003,42451.200000000004,1736.64,2122.5600000000004,Flipstorm Group,Product 27,Orange County,CA,California,City,33.87029,-117.92534,140847,West,964940.2310000001
11593,SO - 0002873,2017-10-06,Wholesale,11,194.3,2137.3,157.383,36.917,State Ltd,Product 24,Riverside County,CA,California,City,34.00259,-117.46761,100314,West,756557.97
11594,SO - 0003469,2017-10-06,Wholesale,9,1025.1000000000001,9225.900000000001,481.797,543.3030000000001,Kazu Corp,Product 5,Fairfax County,VA,Virginia,CDP,38.96872,-77.3411,59217,South,3925424.5420000004
11595,SO - 0006196,2017-10-06,Wholesale,10,1996.6000000000001,19966.0,1277.824,718.7760000000001,Remedy Ltd,Product 13,Tarrant County,TX,Texas,City,32.8343,-97.2289,69204,South,3720639.645
11596,SO - 0007400,2017-10-06,Wholesale,6,3899.4,23396.4,2612.5980000000004,1286.8019999999997,Vimbo Company,Product 25,Coconino County,AZ,Arizona,City,35.19807,-111.65127,70320,West,5342315.484
11597,SO - 0007468,2017-10-06,Distributor,6,2592.9,15557.400000000001,2100.2490000000003,492.65099999999984,CARDINAL Group,Product 15,Cook County,IL,Illinois,Township,41.68774,-87.85,54841,Midwest,3299478.315
11598,SO - 0009194,2017-10-06,Wholesale,8,1078.7,8629.6,528.563,550.1370000000001,Twitterbri Ltd,Product 5,Stark County,OH,Ohio,Township,40.8686,-81.36892,52710,Midwest,3925424.5420000004
11599,SO - 0003504,2017-10-06,Wholesale,8,2720.2000000000003,21761.600000000002,1441.7060000000001,1278.4940000000001,Roberts Company,Product 3,Los Angeles County,CA,California,City,33.88835,-118.30896,60447,West,2642352.432
11600,SO - 0004810,2017-10-06,Wholesale,6,1072.0,6432.0,771.8399999999999,300.1600000000001,Quaxo Ltd,Product 25,Dakota County,MN,Minnesota,City,44.64969,-93.24272,60633,Midwest,5342315.484
11601,SO - 0010231,2017-10-06,Wholesale,7,1105.5,7738.5,818.0699999999999,287.43000000000006,Twitterbri Ltd,Product 5,McHenry County,IL,Illinois,Township,42.20028,-88.41561,54213,Midwest,3925424.5420000004
11602,SO - 0003854,2017-10-06,Export,9,1005.0,9045.0,814.0500000000001,190.94999999999993,Alembic Ltd,Product 2,Stark County,OH,Ohio,Township,40.8686,-81.36892,52710,Midwest,3050087.565
11603,SO - 0005002,2017-10-06,Export,11,5996.5,65961.5,2818.355,3178.145,WOONSOCKET Corp,Product 14,Oakland County,MI,Michigan,City,42.48531,-83.37716,81330,Midwest,4028698.4090000005
11604,SO - 0005895,2017-10-06,Distributor,8,5721.8,45774.4,4863.53,858.2700000000004,Snaptags Ltd,Product 15,Tarrant County/Ellis County/Dallas County,TX,Texas,City,32.68695,-97.0211,187809,South,3299478.315
11605,SO - 0005999,2017-10-06,Distributor,8,3202.6,25620.8,2049.6639999999998,1152.9360000000001,Brightdog Corp,Product 6,Anoka County/Ramsey County,MN,Minnesota,City,45.1705,-93.20607,62124,Midwest,1672229.416
11606,SO - 0006881,2017-10-06,Distributor,12,1259.6000000000001,15115.2,516.436,743.1640000000001,Kare Corp,Product 25,Marion County,IN,Indiana,Township,39.8716,-86.01156,123397,Midwest,5342315.484
11607,SO - 0010582,2017-10-06,Export,8,2358.4,18867.2,1815.968,542.432,Oba Company,Product 27,Delaware County,PA,Pennsylvania,Township,39.94901,-75.28912,82878,Northeast,964940.2310000001
11608,SO - 000980,2017-10-06,Wholesale,7,5815.6,40709.200000000004,4303.544,1512.0560000000005,Dynazzy Company,Product 6,Miami-Dade County,FL,Florida,City,25.77427,-80.19366,441003,South,1672229.416
11609,SO - 0001270,2017-10-06,Wholesale,12,1085.4,13024.800000000001,477.576,607.8240000000001,Realbridge Corp,Product 30,Fresno County,CA,California,City,36.74773,-119.77237,520052,West,1011609.684
11610,SO - 0002266,2017-10-06,Wholesale,6,1829.1000000000001,10974.6,804.8040000000001,1024.296,SHISEIDO Ltd,Product 15,San Bernardino County,CA,California,City,34.0739,-117.31365,54621,West,3299478.315
11611,SO - 0004328,2017-10-06,Wholesale,8,1058.6000000000001,8468.800000000001,698.6760000000002,359.924,Rhynoodle Ltd,Product 26,Cook County,IL,Illinois,Township,41.93807,-87.8685,92862,Midwest,5685138.2700000005
11612,SO - 0004871,2017-10-06,Export,9,5681.6,51134.4,2897.6160000000004,2783.984,Zoonoodle Ltd,Product 14,Salt Lake County,UT,Utah,City,40.59161,-111.8841,93613,West,4028698.4090000005
11613,SO - 0004988,2017-10-06,Wholesale,11,5936.2,65298.2,3027.462,2908.738,Tagfeed Ltd,Product 21,Osceola County,FL,Florida,City,28.29196,-81.40757,69152,South,959899.2180000001
11614,SO - 0008039,2017-10-06,Export,12,837.5,10050.0,711.875,125.625,Vinte Group,Product 16,Champaign County,IL,Illinois,Township,40.11506,-88.27365,86096,Midwest,2062061.144
11615,SO - 0008586,2017-10-06,Wholesale,5,3986.5,19932.5,1993.25,1993.25,Accudial Company,Product 25,Camden County,NJ,New Jersey,Township,39.90461,-74.997,71340,Northeast,5342315.484
11616,SO - 0002716,2017-10-06,Distributor,5,1058.6000000000001,5293.000000000001,793.95,264.6500000000001,Geiss Company,Product 4,Cumberland County,ME,Maine,City,43.66147,-70.25533,66881,Northeast,2885560.824
11617,SO - 0004345,2017-10-06,Wholesale,7,174.20000000000002,1219.4,109.74600000000001,64.45400000000001,Blogtags Ltd,Product 12,Clarke County,GA,Georgia,Unified Government,33.95219,-83.36715,123912,South,1356976.996
11618,SO - 0005411,2017-10-06,Export,6,6003.2,36019.2,3902.08,2101.12,State Ltd,Product 5,Howard County,MD,Maryland,CDP,39.24038,-76.83942,102116,South,3925424.5420000004
11619,SO - 0005845,2017-10-06,Wholesale,11,2412.0,26532.0,1688.3999999999999,723.6000000000001,Browsebug Company,Product 24,Marion County,IN,Indiana,Township,39.87571,-86.26625,81408,Midwest,756557.97
11620,SO - 0007614,2017-10-06,Wholesale,11,214.4,2358.4,126.496,87.90400000000001,Yombu Corp,Product 25,Ada County,ID,Idaho,City,43.61211,-116.39151,90739,West,5342315.484
11621,SO - 0010300,2017-10-06,Wholesale,10,3651.5,36515.0,2446.505,1204.995,Natures Group,Product 24,DuPage County,IL,Illinois,Township,41.948,-87.98061,89715,Midwest,756557.97
11622,SO - 0008161,2017-10-06,Distributor,12,1728.6000000000001,20743.2,968.0160000000002,760.584,Bath Group,Product 13,DuPage County,IL,Illinois,Township,41.7543,-87.97753,149401,Midwest,3720639.645
11623,SO - 0001210,2017-10-06,Wholesale,10,1728.6000000000001,17286.0,1071.732,656.8680000000002,Golden Corp,Product 25,Will County,IL,Illinois,Township,41.59625,-88.08915,60056,Midwest,5342315.484
11624,SO - 0001950,2017-10-06,Distributor,5,1293.1000000000001,6465.500000000001,956.8940000000001,336.206,Topiczoom Corp,Product 20,Middlesex County,MA,Massachusetts,City,42.4251,-71.06616,61068,Northeast,2067108.1199999999
11625,SO - 0002785,2017-10-06,Distributor,10,891.1,8911.0,686.147,204.95299999999997,Oba Company,Product 15,St. Lucie County,FL,Florida,City,27.29393,-80.35033,179413,South,3299478.315
11626,SO - 0003110,2017-10-06,Wholesale,7,964.8000000000001,6753.6,569.232,395.5680000000001,Topco Company,Product 26,Cook County,IL,Illinois,Township,41.59859,-87.85041,99816,Midwest,5685138.2700000005
11627,SO - 0006020,2017-10-06,Wholesale,10,5118.8,51188.0,3890.288,1228.5120000000002,Rochester Group,Product 14,Harrisonburg city,VA,Virginia,City,38.44957,-78.86892,52538,South,4028698.4090000005
11628,SO - 0007108,2017-10-06,Export,7,1011.7,7081.900000000001,819.4770000000001,192.22299999999996,Gabvine Ltd,Product 23,Lake County,IL,Illinois,Township,42.35277,-88.06133,64687,Midwest,1135815.7580000001
11629,SO - 000410,2017-10-07,Wholesale,11,3966.4,43630.4,2340.176,1626.2240000000002,Accord Group,Product 26,Jones County/Taylor County,TX,Texas,City,32.45451,-99.73815,121721,South,5685138.2700000005
11630,SO - 0001807,2017-10-07,Wholesale,8,5326.5,42612.0,4207.935,1118.5649999999996,Fred's Company,Product 3,Shelby County/Jefferson County,AL,Alabama,City,33.52744,-86.79905,212461,South,2642352.432
11631,SO - 0002176,2017-10-07,Distributor,9,2485.7000000000003,22371.300000000003,1242.8500000000001,1242.8500000000001,Fivechat Company,Product 13,San Joaquin County,CA,California,City,37.79743,-121.21605,75448,West,3720639.645
11632,SO - 0002714,2017-10-07,Export,7,6197.5,43382.5,5019.975,1177.5249999999996,Skajo Ltd,Product 26,Essex County,MA,Massachusetts,City,42.52787,-70.92866,52504,Northeast,5685138.2700000005
11633,SO - 0004377,2017-10-07,Wholesale,10,241.20000000000002,2412.0,132.66000000000003,108.53999999999999,Wordware Company,Product 13,Essex County,MA,Massachusetts,City,42.7762,-71.07728,62765,Northeast,3720639.645
11634,SO - 0005379,2017-10-07,Export,11,1340.0,14740.0,830.8,509.20000000000005,Skiptube Ltd,Product 5,Boone County,MO,Missouri,City,38.95171,-92.33407,119108,Midwest,3925424.5420000004
11635,SO - 0006169,2017-10-07,Wholesale,12,837.5,10050.0,628.125,209.375,Avavee Group,Product 16,Plymouth County/Woodbury County,IA,Iowa,City,42.49567,-96.39053,82821,Midwest,2062061.144
11636,SO - 0006396,2017-10-07,Wholesale,6,5038.400000000001,30230.4,3375.7280000000005,1662.672,Quimm Company,Product 26,Montgomery County,MD,Maryland,City,39.084,-77.15276,66980,South,5685138.2700000005
11637,SO - 0009739,2017-10-07,Distributor,6,2706.8,16240.800000000001,1786.4880000000003,920.3119999999999,Zava Group,Product 5,Scott County,IA,Iowa,City,41.52364,-90.57764,102582,Midwest,3925424.5420000004
11638,SO - 0008928,2017-10-07,Export,9,2626.4,23637.600000000002,1391.9920000000002,1234.408,Skiptube Ltd,Product 10,Suffolk County,NY,New York,Town,40.64092,-73.31669,213776,Northeast,864331.624
11639,SO - 0009686,2017-10-07,Wholesale,9,6123.8,55114.200000000004,3306.8520000000003,2816.948,Jabbercube Corp,Product 14,Kent County,MI,Michigan,City,42.86947,-85.64475,51357,Midwest,4028698.4090000005
11640,SO - 0009556,2017-10-07,Distributor,10,2646.5,26465.0,1879.0149999999999,767.4850000000001,Nexus Group,Product 13,Hennepin County,MN,Minnesota,City,44.88969,-93.34995,50138,Midwest,3720639.645
11641,SO - 000454,2017-10-07,Export,8,1112.2,8897.6,856.394,255.80600000000004,Skinder Group,Product 25,McLean County,IL,Illinois,City,40.4842,-88.99369,78292,Midwest,5342315.484
11642,SO - 0002498,2017-10-07,Wholesale,9,1909.5,17185.5,1413.03,496.47,Valeant Corp,Product 17,Cook County,IL,Illinois,Township,42.03209,-87.75778,106229,Midwest,2119616.824
11643,SO - 0003799,2017-10-07,Distributor,6,1045.2,6271.200000000001,616.668,428.53200000000004,Ascend Ltd,Product 15,Cook County,IL,Illinois,Township,42.10881,-87.83476,87799,Midwest,3299478.315
11644,SO - 0005016,2017-10-07,Distributor,10,2619.7000000000003,26197.000000000004,1938.5780000000002,681.1220000000001,MEIJER Corp,Product 13,Marion County,IN,Indiana,Township,39.77514,-86.01718,103365,Midwest,3720639.645
11645,SO - 0005089,2017-10-07,Wholesale,5,3912.8,19564.0,1956.4,1956.4,Jayo Company,Product 5,Hudson County,NJ,New Jersey,Town,40.78788,-74.01431,53366,Northeast,3925424.5420000004
11646,SO - 0006239,2017-10-07,Wholesale,12,2391.9,28702.800000000003,1411.221,980.6790000000001,Rhynoodle Ltd,Product 8,Nassau County,NY,New York,Town,40.63396,-73.6091,771018,Northeast,1085037.3290000001
11647,SO - 0006357,2017-10-07,Wholesale,5,1125.6000000000001,5628.000000000001,934.248,191.3520000000001,SEINDNI Corp,Product 16,Cache County,UT,Utah,City,41.73549,-111.83439,50371,West,2062061.144
11648,SO - 0006664,2017-10-07,Wholesale,6,723.6,4341.6,586.1160000000001,137.48399999999992,Mycone Ltd,Product 8,Dane County,WI,Wisconsin,City,43.07305,-89.40123,248951,Midwest,1085037.3290000001
11649,SO - 0007045,2017-10-07,Export,8,1896.1000000000001,15168.800000000001,1611.6850000000002,284.41499999999996,Walgreen Corp,Product 26,Lancaster County,NE,Nebraska,City,40.8,-96.66696,277348,Midwest,5685138.2700000005
11650,SO - 0007701,2017-10-07,Wholesale,8,3055.2000000000003,24441.600000000002,1894.2240000000002,1160.976,Deseret Group,Product 17,Roanoke city,VA,Virginia,City,37.27097,-79.94143,99897,South,2119616.824
11651,SO - 0008237,2017-10-07,Wholesale,9,3919.5,35275.5,2586.8700000000003,1332.6299999999997,Pfizer Corp,Product 25,Pinellas County,FL,Florida,City,27.97895,-82.76657,113003,South,5342315.484
11652,SO - 0008789,2017-10-07,Distributor,6,1869.3,11215.8,1028.115,841.185,Zava Group,Product 6,Adams County/Douglas County/Arapahoe County,CO,Colorado,City,39.688,-104.68974,359407,West,1672229.416
11653,SO - 0008341,2017-10-07,Wholesale,10,857.6,8576.0,497.40799999999996,360.19200000000006,Eire Corp,Product 26,Miami-Dade County,FL,Florida,City,25.94204,-80.2456,113187,South,5685138.2700000005
11654,SO - 0002436,2017-10-07,Distributor,11,3859.2000000000003,42451.200000000004,1736.64,2122.5600000000004,Flipstorm Group,Product 27,Hartford County,CT,Connecticut,Town,41.77524,-72.52443,58007,Northeast,964940.2310000001
11655,SO - 0002797,2017-10-07,Distributor,11,1782.2,19604.2,1461.404,320.79600000000005,Epic Group,Product 15,Yakima County,WA,Washington,City,46.60207,-120.5059,93701,West,3299478.315
11656,SO - 0009365,2017-10-07,Distributor,12,864.3000000000001,10371.6,561.7950000000001,302.505,Tekfly Group,Product 5,Kalamazoo County,MI,Michigan,City,42.29171,-85.58723,76041,Midwest,3925424.5420000004
11657,SO - 0008434,2017-10-07,Wholesale,6,3879.3,23275.800000000003,1862.064,2017.236,Realbuzz Ltd,Product 25,Los Angeles County,CA,California,City,33.94001,-118.13257,114219,West,5342315.484
11658,SO - 0010736,2017-10-07,Distributor,5,3631.4,18157.0,2033.5840000000003,1597.8159999999998,Oozz Group,Product 19,Christian County/Greene County,MO,Missouri,City,37.19415,-93.2913,166810,Midwest,1645841.6
11659,SO - 0001588,2017-10-07,Wholesale,5,5842.400000000001,29212.000000000004,4557.072000000001,1285.3279999999995,Geiss Company,Product 6,Kings County,CA,California,City,36.32745,-119.64568,55659,West,1672229.416
11660,SO - 0002670,2017-10-07,Wholesale,12,3959.7000000000003,47516.4,2811.387,1148.313,Twitterbri Ltd,Product 4,Middlesex County,NJ,New Jersey,Township,40.50399,-74.34941,102701,Northeast,2885560.824
11661,SO - 0002940,2017-10-07,Distributor,7,2465.6,17259.2,1405.3919999999998,1060.208,Army Group,Product 13,Rockland County,NY,New York,Town,41.13418,-73.96573,87210,Northeast,3720639.645
11662,SO - 0002957,2017-10-07,Distributor,7,1835.8,12850.6,1248.344,587.4559999999999,Talane Group,Product 18,San Diego County,CA,California,City,33.15809,-117.35059,113453,West,2309499.045
11663,SO - 0004945,2017-10-07,Wholesale,5,214.4,1072.0,102.91199999999999,111.48800000000001,Colgate-Pa Group,Product 16,Rockwall County/Kaufman County/Collin County/Denton County/Dallas County,TX,Texas,City,32.79333,-96.76651,1300092,South,2062061.144
11664,SO - 0004952,2017-10-07,Wholesale,10,1929.6000000000001,19296.0,1254.2400000000002,675.3599999999999,Voonyx Group,Product 19,Montgomery County,MD,Maryland,CDP,39.17316,-77.27165,88717,South,1645841.6
11665,SO - 0005152,2017-10-07,Wholesale,5,1782.2,8911.0,1354.472,427.72800000000007,American Corp,Product 25,Mecklenburg County,NC,North Carolina,Town,35.41069,-80.84285,52704,South,5342315.484
11666,SO - 0006094,2017-10-07,Wholesale,5,1199.3,5996.5,791.538,407.76199999999994,Browsetype Corp,Product 30,Nassau County,NY,New York,Town,40.80049,-73.51056,298768,Northeast,1011609.684
11667,SO - 0006514,2017-10-07,Wholesale,10,1078.7,10787.0,431.48,647.22,Realcube Company,Product 2,Middlesex County,MA,Massachusetts,City,42.37649,-71.23561,63378,Northeast,3050087.565
11668,SO - 0006853,2017-10-07,Wholesale,8,3912.8,31302.4,3325.88,586.9200000000001,CARDINAL Group,Product 13,Orange County,FL,Florida,CDP,28.55778,-81.4534,64516,South,3720639.645
11669,SO - 0006999,2017-10-07,Distributor,12,917.9,11014.8,780.2149999999999,137.68500000000006,Lazzy Group,Product 21,Los Angeles County,CA,California,City,33.83585,-118.34063,148475,West,959899.2180000001
11670,SO - 0007368,2017-10-07,Wholesale,11,5896.0,64856.0,3183.84,2712.16,Fivebridge Ltd,Product 2,Washington County,AR,Arkansas,City,36.06258,-94.15743,82830,South,3050087.565
11671,SO - 0008947,2017-10-07,Wholesale,7,1159.1000000000001,8113.700000000001,788.1880000000001,370.91200000000003,Organon Corp,Product 13,Johnson County,IN,Indiana,City,39.61366,-86.10665,55586,Midwest,3720639.645
11672,SO - 0009139,2017-10-07,Export,9,2512.5,22612.5,1231.125,1281.375,Skyble Corp,Product 14,Stark County,OH,Ohio,City,40.79895,-81.37845,71885,Midwest,4028698.4090000005
11673,SO - 0008883,2017-10-07,Export,11,1005.0,11055.0,643.2,361.79999999999995,Camido Company,Product 15,McHenry County,IL,Illinois,Township,42.20028,-88.41561,54213,Midwest,3299478.315
11674,SO - 000428,2017-10-07,Export,5,167.5,837.5,100.5,67.0,Cogilith Group,Product 14,Hidalgo County,TX,Texas,City,26.1948,-98.18362,76538,South,4028698.4090000005
11675,SO - 000440,2017-10-07,Wholesale,9,3892.7000000000003,35034.3,3075.233,817.4670000000001,True Ltd,Product 14,DuPage County,IL,Illinois,Township,41.948,-87.98061,89715,Midwest,4028698.4090000005
11676,SO - 000902,2017-10-07,Wholesale,10,2338.3,23383.0,958.703,1379.5970000000002,Livepath Corp,Product 10,Calcasieu Parish,LA,Louisiana,City,30.22659,-93.21738,76070,South,864331.624
11677,SO - 0003545,2017-10-07,Wholesale,7,6411.900000000001,44883.3,4680.687,1731.2130000000006,Podcat Corp,Product 18,Alameda County,CA,California,City,37.87159,-122.27275,120972,West,2309499.045
11678,SO - 0004587,2017-10-07,Wholesale,8,877.7,7021.6,675.8290000000001,201.87099999999998,Devpoint Group,Product 11,Anne Arundel County,MD,Maryland,CDP,39.16261,-76.62469,67559,South,1230458.484
11679,SO - 0006419,2017-10-07,Distributor,10,1058.6000000000001,10586.000000000002,666.9180000000001,391.682,Skiptube Ltd,Product 14,King County,WA,Washington,City,47.60621,-122.33207,684451,West,4028698.4090000005
11680,SO - 0010069,2017-10-07,Wholesale,7,6492.3,45446.1,4869.225,1623.0749999999998,Rooxo Company,Product 24,Fairfield County,CT,Connecticut,Town,41.04537,-73.63402,62695,Northeast,756557.97
11681,SO - 0008142,2017-10-07,Distributor,11,850.9,9359.9,697.7379999999999,153.16200000000003,Zoomdog Corp,Product 2,Mercer County,NJ,New Jersey,Township,40.20627,-74.67527,89030,Northeast,3050087.565
11682,SO - 0009788,2017-10-07,Distributor,10,2827.4,28274.0,2261.92,565.48,Rooxo Company,Product 13,Wyandotte County,KS,Kansas,City,39.11417,-94.62746,151306,Midwest,3720639.645
11683,SO - 0008652,2017-10-07,Distributor,8,2740.3,21922.4,2137.434,602.866,Valeant Corp,Product 30,Montgomery County,OH,Ohio,Township,39.62657,-84.26395,50644,Midwest,1011609.684
11684,SO - 0009105,2017-10-07,Distributor,9,1112.2,10009.800000000001,800.784,311.41600000000005,Cogilith Group,Product 2,Orange County,CA,California,City,33.78779,-117.85311,140992,West,3050087.565
11685,SO - 000777,2017-10-07,Wholesale,10,984.9,9849.0,689.43,295.47,Shuffledri Group,Product 26,Fairfield County,CT,Connecticut,Town,41.20569,-73.12799,52609,Northeast,5685138.2700000005
11686,SO - 0002346,2017-10-07,Distributor,10,984.9,9849.0,453.05400000000003,531.846,Valeant Corp,Product 14,Lee County,FL,Florida,City,26.33981,-81.7787,51704,South,4028698.4090000005
11687,SO - 0004228,2017-10-07,Wholesale,11,1038.5,11423.5,446.555,591.9449999999999,Ascend Ltd,Product 18,Hartford County,CT,Connecticut,City,41.76371,-72.68509,124006,Northeast,2309499.045
11688,SO - 0004943,2017-10-07,Wholesale,11,3986.5,43851.5,2551.36,1435.1399999999999,True Ltd,Product 3,Westchester County,NY,New York,Town,41.02928,-73.84285,92029,Northeast,2642352.432
11689,SO - 0005167,2017-10-07,Distributor,5,6244.400000000001,31222.000000000004,5057.964000000001,1186.4359999999997,Kare Corp,Product 5,Clark County,NV,Nevada,CDP,36.10803,-115.245,183937,West,3925424.5420000004
11690,SO - 0007262,2017-10-07,Export,11,3343.3,36776.3,1604.784,1738.516,Mydo Corp,Product 15,Sarasota County,FL,Florida,City,27.33643,-82.53065,55118,South,3299478.315
11691,SO - 0007301,2017-10-07,Wholesale,11,207.70000000000002,2284.7000000000003,85.157,122.54300000000002,Ascend Ltd,Product 15,Craighead County,AR,Arkansas,City,35.8423,-90.70428,73907,South,3299478.315
11692,SO - 0009809,2017-10-07,Distributor,5,1098.8,5494.0,505.448,593.352,Flipstorm Group,Product 25,Salt Lake County,UT,Utah,City,40.60967,-111.9391,111946,West,5342315.484
11693,SO - 0010226,2017-10-07,Export,10,5581.1,55811.0,3069.6050000000005,2511.495,True Ltd,Product 1,Volusia County,FL,Florida,City,29.13832,-80.99561,59866,South,3016489.209
11694,SO - 0009987,2017-10-07,Wholesale,8,3912.8,31302.4,3325.88,586.9200000000001,CARDINAL Group,Product 13,El Paso County,CO,Colorado,City,38.83388,-104.82136,456568,West,3720639.645
11695,SO - 0010491,2017-10-07,Wholesale,11,1105.5,12160.5,762.795,342.70500000000004,NARS Group,Product 16,Marion County,IN,Indiana,Township,39.67674,-86.15616,113236,Midwest,2062061.144
11696,SO - 000171,2017-10-08,Wholesale,9,1078.7,9708.300000000001,506.989,571.711,Feednation Corp,Product 26,San Diego County,CA,California,City,33.20004,-117.24254,100890,West,5685138.2700000005
11697,SO - 0001283,2017-10-08,Wholesale,10,2224.4,22244.0,1801.7640000000001,422.63599999999997,Vimbo Company,Product 28,San Francisco County,CA,California,City,37.775,-122.41944,864816,West,1003867.767
11698,SO - 0005525,2017-10-08,Wholesale,8,221.1,1768.8,174.669,46.43099999999998,Skajo Ltd,Product 2,Norfolk city,VA,Virginia,City,36.84681,-76.28522,246393,South,3050087.565
11699,SO - 0009323,2017-10-08,Distributor,6,837.5,5025.0,661.625,175.875,Blogspan Ltd,Product 5,Comanche County,OK,Oklahoma,City,34.60869,-98.39033,96655,South,3925424.5420000004
11700,SO - 0009046,2017-10-08,Wholesale,12,214.4,2572.8,150.07999999999998,64.32000000000002,Kare Corp,Product 14,Los Angeles County,CA,California,CDP,33.97612,-117.90534,51597,West,4028698.4090000005
11701,SO - 0001236,2017-10-08,Export,11,1018.4,11202.4,600.856,417.544,Fred's Company,Product 30,Montgomery County,AL,Alabama,City,32.36681,-86.29997,200602,South,1011609.684
11702,SO - 0002649,2017-10-08,Distributor,11,5748.6,63234.600000000006,3736.59,2012.0100000000002,Voolia Ltd,Product 18,Macomb County,MI,Michigan,City,42.49698,-82.88881,59903,Midwest,2309499.045
11703,SO - 0005355,2017-10-08,Wholesale,10,3953.0,39530.0,2213.6800000000003,1739.3199999999997,Golden Corp,Product 5,Hall County,NE,Nebraska,City,40.92501,-98.34201,51440,Midwest,3925424.5420000004
11704,SO - 0008247,2017-10-08,Wholesale,6,2432.1,14592.599999999999,1361.976,1070.1239999999998,Zoomzone Corp,Product 25,Broward County,FL,Florida,City,26.14036,-80.21338,71579,South,5342315.484
11705,SO - 0008110,2017-10-08,Wholesale,10,1675.0,16750.0,1155.75,519.25,Mydeo Ltd,Product 5,Hampden County,MA,Massachusetts,City,42.10148,-72.58981,154341,Northeast,3925424.5420000004
11706,SO - 0008929,2017-10-08,Wholesale,7,750.4,5252.8,547.7919999999999,202.60800000000006,Valeant Corp,Product 25,Hartford County,CT,Connecticut,Town,41.76657,-72.75494,63053,Northeast,5342315.484
11707,SO - 000938,2017-10-08,Distributor,6,4006.6,24039.6,2484.092,1522.5079999999998,Eire Corp,Product 26,Davis County,UT,Utah,City,41.06022,-111.97105,74143,West,5685138.2700000005
11708,SO - 0001763,2017-10-08,Wholesale,7,1775.5,12428.5,1065.3,710.2,Internatio Company,Product 23,Maricopa County,AZ,Arizona,City,33.44838,-112.07404,1563025,West,1135815.7580000001
11709,SO - 0006772,2017-10-08,Wholesale,9,3698.4,33285.6,2773.8,924.5999999999999,State Ltd,Product 23,Alameda County,CA,California,City,37.59583,-122.01917,74494,West,1135815.7580000001
11710,SO - 0009341,2017-10-08,Distributor,6,1695.1000000000001,10170.6,1373.0310000000002,322.06899999999996,Voolith Ltd,Product 14,Los Angeles County,CA,California,CDP,33.97612,-117.90534,51597,West,4028698.4090000005
11711,SO - 0009862,2017-10-08,Wholesale,7,3865.9,27061.3,2706.13,1159.77,Pacific Ltd,Product 25,Pierce County,WA,Washington,CDP,47.14121,-122.27012,54878,West,5342315.484
11712,SO - 000892,2017-10-08,Wholesale,11,3162.4,34786.4,2023.9360000000001,1138.464,Mycone Ltd,Product 3,Lubbock County,TX,Texas,City,33.57786,-101.85517,249042,South,2642352.432
11713,SO - 0001932,2017-10-08,Distributor,12,1051.9,12622.800000000001,631.14,420.7600000000001,BTA Corp,Product 2,Oklahoma County,OK,Oklahoma,City,35.44951,-97.3967,57249,South,3050087.565
11714,SO - 0002906,2017-10-08,Wholesale,5,174.20000000000002,871.0000000000001,116.71400000000001,57.486000000000004,Remedy Ltd,Product 15,Alameda County,CA,California,City,37.76521,-122.24164,78630,West,3299478.315
11715,SO - 0003608,2017-10-08,Distributor,9,6398.5,57586.5,5118.8,1279.6999999999998,NCS Group,Product 26,Douglas County,NE,Nebraska,City,41.25861,-95.93779,443885,Midwest,5685138.2700000005
11716,SO - 0004071,2017-10-08,Distributor,5,723.6,3618.0,361.8,361.8,Voolia Ltd,Product 27,Riverside County,CA,California,City,33.95333,-117.39611,322424,West,964940.2310000001
11717,SO - 0005239,2017-10-08,Distributor,10,3028.4,30284.0,2150.1639999999998,878.2360000000003,H Ltd,Product 14,Contra Costa County,CA,California,City,38.02798,-121.88468,69424,West,4028698.4090000005
11718,SO - 0005877,2017-10-08,Wholesale,5,1072.0,5360.0,793.28,278.72,Bluezoom Group,Product 15,Suffolk County,NY,New York,Town,40.84989,-72.46349,58254,Northeast,3299478.315
11719,SO - 0009119,2017-10-08,Wholesale,7,1139.0,7973.0,683.4,455.6,The Ltd,Product 14,Cook County,IL,Illinois,Township,41.51591,-87.60098,91132,Midwest,4028698.4090000005
11720,SO - 0010364,2017-10-08,Distributor,6,3899.4,23396.4,3275.496,623.904,Skyble Corp,Product 15,Caddo Parish/Bossier Parish,LA,Louisiana,City,32.46688,-93.79219,197204,South,3299478.315
